ID_Medicamento,Principio_Activo,Nombre_Comercial,Laboratorio,Formato,Dosis_mg,Unidades_por_Caja,Precio_BS,Precio_USD,Es_Marca,URL_Fuente,Fecha_Scrape,Fabricante_Origen,Fuente_Origen,Fuente_Origen_URL,Proxy_Origen,Categoria_antibiotico,Categoria_antidepresivo,Categoria_antifúngico,Categoria_antihistaminico,Categoria_cardiovascular,Categoria_gastrointestinal,Categoria_neurológico,Cadena_Farmatodo,Cadena_Locatel,Segmento_Medio,Segmento_Alto,Segmento_Bajo,residuos,y_hat,Precio_USD_Estimado
57,Nitrofurantoina,Nitrofurantoína 100 Mg Laproff Blíster X 10 Tabletas,Laproff,Tableta,100,10,1780.0,3.7548,0,https://www.farmatodo.com.ve/producto/111961226-nitrofurantoina-100mg-blister-10tabletas-laproff,2026-04-06,Colombia,Laproff,https://laproff.com/producto/nitrofurantoina-capsulas-100-mg-77,0,1,0,0,0,0,0,0,1,0,0,0,1,0.3236902654137921,1.23546436871054,2.21
39,Loratadina,Loratadina 10 Mg La Sante Caja X 10 Tabletas,La Santé,Tableta,10,10,975.0,2.0567,0,https://www.farmatodo.com.ve/producto/114612486-loratadina-10mg-10-tabletas-la-sante,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/loratadina-10mg-x20-tabletas-la-santelinea-alergo-respiratoria/,1,0,0,0,1,0,0,0,1,0,1,0,0,0.26327333250746165,0.8540625701587508,1.29
147,Cetirizina,CETIRIZINA TAB 10MG X10 FMED,FARMAMED,Tableta,10,10,564.13,1.19,0,https://www.farmaciasaas.com/farmamed-cetirizina-tab-10mg-x10-fmed-51765/p,2026-04-06,India,GS1,https://www.gs1.org/services/verified-by-gs1/results?gtin=8906082150980,0,0,0,0,1,0,0,0,0,0,0,0,1,0.19330637507247328,0.5905951687559361,0.75
91,Cetirizina,CETIRIZINA 10 MG X10 COMPRIMIDOS GENVEN,GENVEN,Tableta,10,10,819.88,1.7295,0,https://www.locatel.com.ve/genven_cetirizina_10_mg_x10_comprimidos/p,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/113016404-cetirizina-10mg-10comprimidos,0,0,0,0,1,0,0,0,0,1,1,0,0,0.1500558720809244,0.8540625701587508,1.29
144,Cetirizina,CETIRIVAX CAP BLD 10MG X10 VIV,VIVAX,Cápsula,10,10,839.09,1.77,1,https://www.farmaciasaas.com/vivax-cetirivax-cap-bld-10mg-x10-viv-1291/p,2026-04-06,Colombia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.31.219,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.08744787366959073,1.106295193868838,2.14
150,Fluconazol,FLUCONAZOL CAP 150MG X2 VIV,CALOX,Cápsula,150,2,1156.71,2.44,0,https://www.farmaciasaas.com/farmacia-saas-fluconazol-cap-150mg-x2-viv-90869/p,2026-04-06,Colombia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.28.745,0,0,0,1,0,0,0,0,0,0,0,0,1,0.13863839692761837,1.0968330744576886,1.98
3,Acetaminofen,Acetaminofén 500 Mg Genven Caja X 10 Tabletas,Genven,Tableta,500,10,290.0,0.6117,0,https://www.farmatodo.com.ve/producto/113016367-acetaminofen-500mg-10tabletas,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/113016367-acetaminofen-500mg-10tabletas,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.5261715603327316,1.003461082879267,1.72
107,Metformina,CAPSUVEN METFORM TABLETAS 850 X30,CAPSUVEN,Tableta,850,30,1496.21,3.1562,0,https://www.locatel.com.ve/capsuven_metform_tabletas_850_x30/p,2026-04-06,Bangladesh,Farmatodo,https://www.farmatodo.com.ve/producto/111972054-metformina-metform-500mg-30tabletas-aci-limited,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.06959392487058125,1.4941951201450585,3.43
130,Acido Valproico,VALPRON TAB 500MG X60 FAR,FARMA,Tableta,500,60,19777.77,41.72,1,https://www.farmaciasaas.com/farma-valpron-tab-500mg-x60-far-3272/p,2026-04-06,Venezuela,INHRR, https://inhrr.gob.ve/sismed/productos-farma/E.F.23.174,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.04847234981581661,3.803139544467756,46.26
149,Fluconazol,FLUCONAZOL TAB 150MG X2 KMP,KMPLUS,Tableta,150,2,952.86,2.01,0,https://www.farmaciasaas.com/kmplus-fluconazol-tab-150mg-x2-kmp-23767/p,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/116319566-mesalazina-500mg-30comprimidos-kmplus,0,0,0,1,0,0,0,0,0,0,0,0,1,0.00510700430309563,1.0968330744576886,1.98
56,Nitrofurantoina,Nitrofurantoina 100 Mg Cleo Caja X 10 Tabletas,Cleopharma,Tableta,100,10,1620.0,3.4173,0,https://www.farmatodo.com.ve/producto/115015405-nitrofurantoina-100-mg-x-10-tabletas-cleo,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.051,0,1,0,0,0,0,0,0,1,0,0,0,1,0.25006428099974043,1.23546436871054,2.21
127,Acetaminofen,ACETAMINOFEN TAB 650MG BLIS 5X20 PHARME,MMF,Tableta,650,20,189.62,0.4,0,https://www.farmaciasaas.com/la-sante-acetaminofen-tab-650mg-blis-5x20-pharme-24464/p,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/acetaminofen-650-mg-x-10-tabletas-la-sante/,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9420563451204691,1.278528581741682,2.51
61,Omeprazol,Omeprazol 20mg X 20 Tabletas,Medicamentos Dac 55,Tableta,20,20,1080.0,2.2782,0,https://www.farmatodo.com.ve/producto/113685528-omeprazol-dac-20mg-x-20-tabletas,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/113685528-omeprazol-dac-20mg-x-20-tabletas,0,0,0,0,0,0,1,0,1,0,0,0,1,0.03146129187068425,1.1558331994024384,2.13
27,Fluconazol,Fluconazol 200 Mg Flucon Rowe Caja X 4 Cápsulas,Rowe,Cápsula,200,4,2445.0,5.1576,1,https://www.farmatodo.com.ve/producto/111933249-fluconazol-flucon-200-mg-x-4-capsulas,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.41.686,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.11942480798630584,1.9371118992242766,6.37
157,Loratadina,LORATADINA LORAFIT TAB 10MG X10 ADN,CR ADN MEDICAL,Tableta,10,10,431.39,0.91,1,https://www.farmaciasaas.com/adn-medical-loratadina-lorafit-tab-10mg-x10-adn-53261/p,2026-04-06,India,myHealthBox,https://myhealthbox.eu/es/balerloc-10-mg-tabletas-recubiertas/7550750,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.4591919518102995,1.106295193868838,2.14
97,Ibuprofeno,IBUPROFENO  400 MG X10 COMPRIMIDOS GENVEN,GENVEN,Tableta,400,10,1045.68,2.2058,0,https://www.locatel.com.ve/genven_ibuprofeno_comprimidos_400mgx10/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.26.697,1,0,0,0,0,0,0,0,0,1,1,0,0,0.19199007872231877,0.9729715904873248,1.62
112,Nitrofurantoina,MACRODANTINA 50 MG X30 CAPSULAS,FARMA,Cápsula,50,30,5367.65,11.3227,1,https://www.locatel.com.ve/macrodantina_50_mg_x30_capsulas/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.16.065,0,1,0,0,0,0,0,0,0,1,1,0,0,0.0533895203591066,2.458053569579289,10.09
174,Omeprazol,OMEPRAZOL JUVILOC TAB 20MG X20 ADN,CR ADN MEDICAL,Tableta,20,20,895.97,1.89,1,https://www.farmaciasaas.com/adn-medical-omeprazol-juviloc-tab-20mg-x20-adn-53250/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.44.039,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6102767223909995,1.6715332245153403,4.6
37,Loratadina,Loratadina 10 Mg Genven Caja X 10 Comprimidos,Genven,Tableta,10,10,815.0,1.7192,0,https://www.farmatodo.com.ve/producto/114430391-loratadina-10mg-10-comprimidos-genven,2026-04-06,Venezuela,myHealthBox,https://myhealthbox.eu/es/loratadina-10-mg-comprimidos/4518722,0,0,0,0,1,0,0,0,1,0,1,0,0,0.14627514924101837,0.8540625701587508,1.29
148,Cetirizina,CETIRIZINA COMP 10MG X10 LETI,LETI,Tableta,10,10,658.94,1.39,0,https://www.farmaciasaas.com/farmacia-saas-cetirizina-comp-10mg-x10-leti-11497/p,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/113016404-cetirizina-10mg-10comprimidos,0,0,0,0,1,0,0,0,0,0,1,0,0,0.017230795784668573,0.8540625701587508,1.29
98,Ibuprofeno,CALOX IBUPROFENO  400 MG X20 TABLETAS,CALOX,Tableta,400,20,2586.03,5.4551,0,https://www.locatel.com.ve/ibuprofeno_calox_400mgx20_tabletas/p,2026-04-06,Venezuela,Calox,https://calox.com/producto/ibuprofeno/,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6625656652835512,1.2023048507618268,2.22
23,Cetirizina,Cetirizina 10 Mg Cetirivax Vivax Caja X 10 Cápsulas,Vivax,Cápsula,10,10,1040.0,2.1938,1,https://www.farmatodo.com.ve/producto/111021831-cetirizina-cetirivax-10-mg-x-10-capsulas,2026-04-06,Colombia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.31.219,0,0,0,0,1,0,0,0,1,0,0,0,1,0.05491623655579181,1.106295193868838,2.14
176,Omeprazol,OMEPRAZOL CAP 20MG X14 CLX,CALOX,Cápsula,20,14,1512.25,3.19,0,https://www.farmaciasaas.com/calox-omeprazol-cap-20mg-x14-clx-21060/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.27.785,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1510000892934944,1.281700644640552,2.61
151,Fluconazol,FLUCONAZOL CAP 150MG X2 PHARME,MMF,Cápsula,150,2,1294.18,2.73,0,https://www.farmaciasaas.com/elter-fluconazol-cap-150mg-x2-pharme-4051/p,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/fluconazol-150mg-x2-tabletas-la-sante/,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.043892242204779164,1.3603004758605033,2.88
111,Metronidazol,ALESS METRONIDAZOL 500 MG X10 TABLETAS,ALESS,Tableta,500,10,1027.02,2.1664,0,https://www.locatel.com.ve/aless_metronidazol_tabletas_500mg_x10/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.530,1,1,0,0,0,0,0,0,0,1,0,0,1,-0.2048270424121441,1.3574223382783084,2.7
12,Amlodipina,Amlodipina 10 Mg La Sante Caja X 10 Tabletas,La Santé,Tableta,10,10,765.0,1.6137,0,https://www.farmatodo.com.ve/producto/111026111-amlodipina-10mg-x10-tabletas-la-sante,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/amlodipina-10mg-x10-tabletas-la-sante/,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.08211742293188384,1.0428842649065562,1.86
7,Acido Valproico,Vastrón Ácido Valproico 500 Mg Cleo X 30 Tabletas,Cleopharma,Tableta,500,30,4685.0,9.8827,1,https://www.farmatodo.com.ve/producto/115647576-vastron-acido-valproico-500-mg-cleo-x-30-tabletas,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/115647576-vastron-acido-valproico-500-mg-cleo-x-30-tabletas,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.4644979898359707,2.8516723622414357,18.66
28,Fluconazol,Fluconazol 150 Mg Remeny Caja X 2 Tabletas,Remeny,Tableta,150,2,790.0,1.6665,0,https://www.farmatodo.com.ve/producto/111972683-fluconazol-150mg-2tabletas-remeny,2026-04-06,India,myHealthBox,https://myhealthbox.eu/es/fluconazol-150-mg-capsulas/7382278,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.11606632339916878,1.0968330744576886,1.98
164,Metformina,GLUCOPHAGE TAB 850MG X30,RODALVAN,Tableta,850,30,11239.96,23.71,1,https://www.farmaciasaas.com/farmacia-saas-glucophage-tab-850mg-x30-102805/p,2026-04-06,Francia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.28.563,0,0,0,0,0,1,0,0,0,0,0,1,0,0.29947728717831845,2.9077307328222,17.72
5,Acetaminofen,Acetaminofén 650 Mg La Santé Caja X 10 Tabletas,La Santé,Tableta,650,10,410.0,0.8649,0,https://www.farmatodo.com.ve/producto/111243559-acetaminofen-650-mg-x-10-tabletas-la-sante,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/acetaminofen-650-mg-x-10-tabletas-la-sante/,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.42598788911191654,1.04919532146718,1.86
33,Ibuprofeno,Ibuprofeno 400 Mg Remeny Caja X 10 Tabletas,Remeny,Tableta,400,10,730.0,1.5399,0,https://www.farmatodo.com.ve/producto/111970850-ibuprofeno-remeny-400-mg-x-10-tabletas,2026-04-06,India,myHealthBox,https://myhealthbox.eu/es/ibuprofeno-400-mg-tabletas-recubiertas/7550848,0,0,0,0,0,0,0,0,1,0,0,0,1,0.222620521092173,0.7095041890845102,1.01
76,Amlodipina,AMLODIPINA   10 MG X10 TABLETAS GENVEN,GENVEN,Tableta,10,10,651.56,1.3744,0,https://www.locatel.com.ve/amlodipina_gv_tabl10mgx10/p,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/113016375-amlodipina-10mg-10comprimidos,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.17813949091563186,1.0428842649065562,1.86
129,Acetaminofen,ACETAMINOFEN TAB 650 MG X10 ZUZU,ZUZU,Tableta,650,10,379.25,0.8,0,https://www.farmaciasaas.com/zuzu-acetaminofen-tab-650-mg-x10-zuzu-52548/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.44.278,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.19794125516224637,0.7857279200643654,1.2
175,Omeprazol,OMEPRAZOL CAP 20MG X7 VARG,LETI,Cápsula,20,7,777.46,1.64,0,https://www.farmaciasaas.com/genven-omeprazol-cap-20mg-x7-varg-20777/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.30.231,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.1503884452901758,1.1211673624484007,2.13
11,Amlodipina,Amlodipina 5 Mg Calox Caja X 10 Tabletas,Calox,Tableta,5,10,665.0,1.4028,0,https://www.farmatodo.com.ve/producto/111968738-amlodipina-calox-5-mg-x-10-tabletas,2026-04-06,Venezuela,Calox,https://calox.com/producto/amlodipina/,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.1647250662930898,1.0413597902869591,1.86
115,Nitrofurantoina,CLEO PHARMA NITROFURANTOINA 100MG X 10 TABLETAS,CLEO PHARMA,Tableta,100,10,4042.86,8.5282,0,https://www.locatel.com.ve/cleo_pharma_nitrofurantoina_100mg_x_10_tabletas/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.051,0,1,0,0,0,0,0,0,0,1,0,0,1,1.0187914538862197,1.23546436871054,2.21
131,Acido Valproico,VASTRON TAB REC 500MG X30 CLEO,ANGELUS HEALTH,Tableta,500,30,7580.22,15.99,1,https://www.farmaciasaas.com/angelus-vastron-tab-rec-500mg-x30-cleo-25660/p,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/115647576-vastron-acido-valproico-500-mg-cleo-x-30-tabletas,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.01904742655759506,2.8516723622414357,18.66
1,Acetaminofen,Acetaminofén 1 G Tachiforte Elmor Caja X 20 Tabletas,Elmor,Tableta,1000,20,2230.0,4.704,1,https://www.farmatodo.com.ve/producto/111882895-acetaminofen-tachiforte-1-g-x-20-tabletas,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.40.210,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.1597741471143863,1.900941830226381,6.11
138,Amoxicilina,AMOXICILINA CAP 500MG X10 FMED,Farmamed,Cápsula,500,10,1199.37,2.53,0,https://www.farmaciasaas.com/farmamed-amoxicilina-cap-500mg-x10-fmed-52727/p,2026-04-06,India,GS1,https://www.gs1.org/services/verified-by-gs1/results?gtin=8906082150676,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.09612446733310298,1.3574223382783084,2.7
71,Acetaminofen,CALOX ACETAMINOFEN 500 MG x 10 TABLETAS,CALOX,Tableta,500,10,292.76,0.6176,0,https://www.locatel.com.ve/calox_acetaminofen_500_mg_x_10_tabletas_/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.31.234,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.5225175135951969,1.003461082879267,1.72
65,Sertralina,Sertralina 50 Mg Genven Caja X 10 Comprimidos,Genven,Tableta,50,10,2035.0,4.2927,0,https://www.farmatodo.com.ve/producto/111025189-sertralina-50-mg-10-comprimidos-genven,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111025189-sertralina-50-mg-10-comprimidos-genven,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.08146816412577684,1.7477966767631774,4.58
45,Metformina,Metformina Clohidrato 750 Mg Canfir L.p Leti Caja X 30 Comprimidos,Leti,Tableta,750,30,7855.0,16.5696,1,https://www.farmatodo.com.ve/producto/111913402-canfir-lp-750mg,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.40.334,0,0,0,0,0,1,0,0,1,0,1,0,0,0.623297081592479,2.242873054268833,8.98
103,Losartan Potasico,LOSARTAN POTASICO   50 MG X10 COMPRIMIDOS GENVEN,GENVEN,Tableta,50,10,316.0,0.6666,0,https://www.locatel.com.ve/losartan_pot_gv_comp_50mgx10/p,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111032110-losartan-potasico-50mg-10-comprimidos,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.5442944388973635,1.055080061863333,1.9
29,Fluconazol,Fluconazol 200 Mg Laproff Blíster X 4 Cápsulas,Laproff,Cápsula,200,4,1305.0,2.7528,0,https://www.farmatodo.com.ve/producto/111961218-fluconazol-200mg-blister-4capsulas-laproff,2026-04-06,Colombia,Laproff,https://www.laproff.com/producto/fluconazol-capsulas-200-mg-37,0,0,0,1,0,0,0,0,1,0,0,0,1,0.1645577553235511,1.1579444727085602,2.16
41,Losartan Potasico,Losartán Potásico 50 Mg Genven Caja X 10 Comprimidos,Genven,Tableta,50,10,316.0,0.6666,0,https://www.farmatodo.com.ve/producto/111032110-losartan-potasico-50mg-10-comprimidos,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111032110-losartan-potasico-50mg-10-comprimidos,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.5442944388973635,1.055080061863333,1.9
140,Atorvastatina,ATORVACOF TAB 20MG X14 COFA,COFASA,Tableta,20,14,1910.46,4.03,1,https://www.farmaciasaas.com/cofasa-atorvacof-tab-20mg-x14-cofa-98600/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.39.468,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.037946559256805124,1.653366543368453,4.58
141,Atorvastatina,ATORVASTATINA TAB 20MG X30 FMED,FARMAMED,Tableta,20,30,777.46,1.64,0,https://www.farmaciasaas.com/farmamed-atorvastatina-tab-20mg-x30-fmed-53293/p,2026-04-06,India,GS1,https://www.gs1.org/services/verified-by-gs1/results?gtin=8906082150676,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.27035341613371444,1.2411323332919393,2.31
26,Cetirizina,Cetirizina 10 Mg La Santé Caja X 10 Tabletas,Pharmetique Labs,Tableta,10,10,960.0,2.0251,0,https://www.farmatodo.com.ve/producto/111288604-cetirizina-10mg-x10-tabletas-la-sante,2026-04-06,Venezuela,INHRR,https://www.pharmetiquelabs.com.ve/producto/cetirizina-10mg-x10-tabletas-la-santelinea-alergo-respiratoria/,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25288157862889493,0.8540625701587508,1.29
24,Cetirizina,Cetirizina 10mg Talzic Caja X 10 Comprimidos,Elmor,Tableta,10,10,880.0,1.8563,1,https://www.farmatodo.com.ve/producto/111019130-cetirizina-talzic-10-mg-x-10-comprimidos,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.28.274,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.3202355142940343,1.3697625952716526,3.1
136,Amoxicilina,AMOXIDUO COMP 875MG X14 MEG,MEGALABS,Tableta,875,14,6110.63,12.89,1,https://www.farmaciasaas.com/klinos-amoxiduo-comp-875mg-x14-meg-1481/p,2026-04-06,Argentina,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.31.313,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.3458576947687808,2.977026851535033,18.36
82,Amoxicilina,DISTRILAB AMOXICILINA 500MG X 10 CAPSULAS,DISTRILAB,Cápsula,500,10,1957.3,4.1288,0,https://www.locatel.com.ve/distrilab_amoxicilina_500mg_x_10_capsulas/p,2026-04-06,China,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.44.443,1,1,0,0,0,0,0,0,0,1,0,0,1,0.2774493754126022,1.3574223382783084,2.7
80,Amoxicilina,AMOXIDUO 875 MG X14 COMPRIMIDOS,MEGALABS,Tableta,875,14,6985.3,14.7351,1,https://www.locatel.com.ve/amoxiduo_compd_875mgx14/p,2026-04-06,Argentina,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.31.313,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.22113296577988084,2.977026851535033,18.36
85,Atorvastatina,ALESS ATORVASTATINA  20 MG X 30 TABLETAS,ALESS,Tableta,20,30,2105.77,4.442,0,https://www.locatel.com.ve/atorvastatina_aless_20_mg_x_30_tab_/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.44.252,0,0,0,0,0,1,0,0,0,1,0,0,1,0.4530143070691153,1.2411323332919393,2.31
40,Losartan Potasico,Losartán 100 Mg Nefrotal Rowe Caja X 30 Comprimidos,Rowe,Tableta,100,30,3800.0,8.0159,1,https://www.farmatodo.com.ve/producto/114078391-losartan-nefrotal-100mg-30-comprimidos-rowe,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.35.488,0,0,0,0,0,1,0,0,1,0,1,0,0,0.1542983315616766,2.0446913537212095,6.95
179,Sertralina,TRALIX TAB 50MG X 30,MMF,Tableta,50,30,4057.95,8.56,1,https://www.farmaciasaas.com/pharmetique-tralix-tab-50mg-x-30-50749/p,2026-04-06,Colombia,Farmatodo,https://www.farmatodo.com.ve/producto/115569555-tralix-50mg-30tabletas,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.20110809395895846,2.4586958210222685,10.51
87,Atorvastatina,ATORVASTATINA  20 MG X30 COMPRIMIDOS GENVEN,GENVEN,Tableta,20,30,3496.95,7.3766,0,https://www.locatel.com.ve/atorvastatina_gv_comp_20mgx30/p,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111421896-atorvastatina-20mg-30-comprimidos,0,0,0,0,0,1,0,0,0,1,1,0,0,0.6208423695457663,1.504599734694754,3.32
128,Acetaminofen,ACETAMINOFEN TAB 650MG X10 CLX,CALOX,Tableta,650,10,241.77,0.51,0,https://www.farmaciasaas.com/calox-acetaminofen-tab-650mg-x10-clx-6236/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.33.906,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6370856706403472,1.04919532146718,1.86
178,Sertralina,TIALIN COMP 50MG X30 MEG,MEGALABS,Tableta,50,30,5987.38,12.63,1,https://www.farmaciasaas.com/klinos-tialin-comp-50mg-x30-meg-1374/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.30.062,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.10988997671664169,2.722163222425083,14.02
153,Ibuprofeno,IBUPROFENO RELIFEN TAB 800MG X10 MEDV,MEDVAL,Tableta,800,10,1370.03,2.89,1,https://www.farmaciasaas.com/medval-ibuprofeno-relifen-tab-800mg-x10-medv-51968/p,2026-04-06,India,myHealthBox,https://myhealthbox.eu/es/taminol-1-g-100-ml-solucion-para-infusion/7776018,1,0,0,0,0,0,0,0,0,0,0,0,1,0.011246973865174592,1.3471621837651804,3.14
48,Metformina,Metformina 850 Mg Biumak Pharmaceuticals Caja X 30 Tabletas,Biumak Pharmaceuticals,Tableta,850,30,2360.0,4.9783,0,https://www.farmatodo.com.ve/producto/111969569-metformina-850mg-30tabletas-biumak-pharmaceuticals,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.394,0,0,0,0,0,1,0,0,1,0,0,0,1,0.2939411264655418,1.4941951201450585,3.43
95,Fluconazol,FLUCONAZOL  150 MG X2 CAPSULAS GENVEN,GENVEN,Cápsula,150,2,1349.4,2.8465,0,https://www.locatel.com.ve/fluconazol_gv__caps_150mgx2_/p,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111023875-fluconazol-150mg-2capsulas-genven,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.013136831943651117,1.3603004758605033,2.88
139,Amoxicilina,AMOXICILINA CAP 500MG X12 LETI,LETI,Cápsula,500,12,1877.28,3.96,0,https://www.farmaciasaas.com/leti-amoxicilina-cap-500mg-x12-leti-25978/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.39.124,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.06535065099918747,1.6667563917360235,4.03
171,Nitrofurantoina,MACRODANTINA CAP 50MG X30 FAR,FARMA,Cápsula,50,30,5333.17,11.25,1,https://www.farmaciasaas.com/farma-macrodantina-cap-50mg-x30-far-2247/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.16.065,0,1,0,0,0,0,0,0,0,0,1,0,0,0.047472367411447,2.458053569579289,10.09
62,Omeprazol,Omeprazol 20 Mg La Santé Caja X 8 Cápsulas,La Santé,Cápsula,20,8,1545.0,3.2591,0,https://www.farmatodo.com.ve/producto/111027464-omeprazol-20mg-x8-capsulas-la-sante,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/omeprazol-20mg-x8-capsulas-la-sante/,0,0,0,0,0,0,1,0,1,0,1,0,0,0.30495718187965015,1.144100688475851,2.19
74,Acido Valproico,VALPROATO DE SODIO 500 MG X30 TABLETAS,RELIANCE,Tableta,500,30,4575.9,9.6526,0,https://www.locatel.com.ve/valproato_de_sodio_500_mg_x30_tabletas/p,2026-04-06,India,Locatel,https://www.locatel.com.ve/valproato_de_sodio_500_mg_x30_tabletas/p,0,0,0,0,0,0,0,1,0,1,0,0,1,0.02983165668706489,2.335972337128534,9.98
