ID_Medicamento,Principio_Activo,Nombre_Comercial,Laboratorio,Formato,Dosis_mg,Unidades_por_Caja,Precio_BS,Precio_USD,Es_Marca,URL_Fuente,Fecha_Scrape,Fabricante_Origen,Fuente_Origen,Fuente_Origen_URL,Proxy_Origen,Categoria_antibiotico,Categoria_antidepresivo,Categoria_antifúngico,Categoria_antihistaminico,Categoria_cardiovascular,Categoria_gastrointestinal,Categoria_neurológico,Cadena_Farmatodo,Cadena_Locatel,Segmento_Medio,Segmento_Alto,Segmento_Bajo,residuos,y_hat,Precio_USD_Estimado
34,Ibuprofeno,Ibuprofeno 400 Mg Genven Caja X 10 Comprimidos,Genven,Tableta,400,10,1060.0,2.236,0,https://www.farmatodo.com.ve/producto/114713391-ibuprofeno-400mg-10-comprimidos-genven,2026-04-06,Venezuela,myHealthBox,https://myhealthbox.eu/es/ibuprofeno-400-mg-comprimidos-recubiertos/4517378,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20136640870892042,0.9729715904873248,1.62
44,Metformina,Metformina 750 Mg Glucofage Xr Caja X 30 Tabletas Liberación Prolongada,Merck,Tableta,750,30,10095.0,21.2948,1,https://www.farmatodo.com.ve/producto/113953431-metformina-glucofage-xr-750mg-30-tabletas-lp-merck,2026-04-06,Francia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.37.093,0,0,0,0,0,1,0,0,1,0,0,1,0,0.22711222698773037,2.8772412404302576,17.08
146,Cetirizina,CETIRIZINA TAB 10MG X10 CR DAC,CR DAC 55,Tableta,10,10,516.73,1.09,0,https://www.farmaciasaas.com/dac-cetirizina-tab-10mg-x10-cr-dac-26077/p,2026-04-06,India, INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.774,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1465688972207836,0.5905951687559361,0.75
143,Atorvastatina,ATORVASTATINA TAB 20MG X14 PHARME,MMF,Tableta,20,14,1763.5,3.72,1,https://www.farmaciasaas.com/la-sante-atorvastatina-tab-20mg-x14-pharme-11565/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.32.709,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.10155774377098892,1.653366543368453,4.58
63,Sertralina,Sertralina 50 Mg Tialin Megalabs Caja X 30 Comprimidos,Megalabs,Tableta,50,30,6560.0,13.8379,1,https://www.farmatodo.com.ve/producto/111021747-sertralina-tialin-50-mg-x-30-comprimidos,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.30.062,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.024978504133215562,2.722163222425083,14.02
181,Sertralina,SERTRALINA TAB 50MG X10 CR LATT,CR LATTAN MEDIC,Tableta,50,10,1426.92,3.01,0,https://www.farmaciasaas.com/lattan-medic-sertralina-tab-50mg-x10-cr-latt-23483/p,2026-04-06,India, INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.705,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.09553803404188499,1.4843292753603627,3.28
120,Sertralina,TIALIN 50 MG X30 COMPRIMIDOS,MEGALABS,Tableta,50,30,6560.0,13.8379,1,https://www.locatel.com.ve/tialin_50_mg_x30_comprimidos/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.30.062,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.024978504133215562,2.722163222425083,14.02
123,Sertralina,CALOX SERTRALINA 50 MG X10 TABLETAS,CALOX,Tableta,50,10,2272.36,4.7934,0,https://www.locatel.com.ve/calox_sertralina_50_mg_x10_tabletas/p,2026-04-06,Colombia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.36.820,0,0,1,0,0,0,0,0,0,1,0,0,1,0.272390063222425,1.4843292753603627,3.28
108,Metformina,ALESS METFORMINA 500 MG X30 TABLETAS,ALESS,Tableta,500,30,1677.23,3.538,0,https://www.locatel.com.ve/aless_metformina_tabletas_500mg_x30/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.260,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1250044895843887,1.3874818967732614,2.92
54,Nitrofurantoina,Nitrofurantoina 100 Mg Maxifur Forte Tiares Caja X 30 Cápsulas,Tiares,Cápsula,100,30,4260.0,8.9862,1,https://www.farmatodo.com.ve/producto/116294531-maxifur-50mg-30capsulas-nitrofurantoina-tiares,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/116294531-maxifur-50mg-30capsulas-nitrofurantoina-tiares,0,1,0,0,0,0,0,0,1,0,0,0,1,0.09137322554466865,2.2098309143724455,7.65
6,Acido Valproico,Ácido Valproico 500 Mg Valpron Laboratorios Farma Caja X 60 Tabletas,Laboratorios Farma,Tableta,500,60,18385.0,38.782,1,https://www.farmatodo.com.ve/producto/111025673-valproato-de-sodio-valpron-500-mg-x-60-tabletas,2026-04-06,Venezuela,INHRR, https://inhrr.gob.ve/sismed/productos-farma/E.F.23.174,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.11972499578488716,3.803139544467756,46.26
165,Metformina,METFORMINA TAB 500MG X30 FMED,FARMAMED,Tableta,500,30,1076.12,2.27,0,https://www.farmaciasaas.com/farmamed-metformina-tab-500mg-x30-fmed-51771/p,2026-04-06,India,GS1,https://www.gs1.org/services/verified-by-gs1/results?gtin=8906082150744,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.2026919118640993,1.3874818967732614,2.92
4,Acetaminofen,Acetaminofén 500 Mg Calox Caja X 10 Tabletas,Calox,Tableta,500,10,305.0,0.6434,0,https://www.farmatodo.com.ve/producto/114592518-acetaminofen-500mg-10-tabletas-calox,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.31.234,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.5066938163643165,1.003461082879267,1.72
170,Metronidazol,METRONIDAZOL TAB 500MG X10 FMED,FARMAMED,Tableta,500,10,668.42,1.41,0,https://www.farmaciasaas.com/farmamed-metronidazol-tab-500mg-x10-fmed-51772/p,2026-04-06,India,GS1,https://www.gs1.org/services/verified-by-gs1/results?gtin=8906082150966,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.47779559077574485,1.3574223382783084,2.7
50,Metronidazol,Metronidazol 500 Mg Aless Pharmaceuticals Caja X 10 Tabletas,Aless Pharmaceuticals,Tableta,500,10,700.0,1.4766,0,https://www.farmatodo.com.ve/producto/113653403-metronidazol-500mg-10-tabletas-aless-pharmaceuticals,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.530,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.4505356864794473,1.3574223382783084,2.7
36,Loratadina,Loratadina 10mg Loradex Caja X 10 Tabletas,PlusAndex,Tableta,10,10,555.0,1.1707,1,https://www.farmatodo.com.ve/producto/112166355-loratadina-loradex-10mg-10tab,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.36.543,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.594712899092073,1.3697625952716526,3.1
81,Amoxicilina,LA SANTE AMOXICILINA 500 MGX6  CAPSULAS,LA SANTE,Cápsula,500,6,1833.23,3.8671,0,https://www.locatel.com.ve/amoxicilina_elt_caps_500mgx6/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.39.107,1,1,0,0,0,0,0,0,0,1,0,0,1,0.316809243009641,1.2656890341685076,2.41
78,Amlodipina,LA SANTE AMLODIPINA  10 MG X10 TABLETAS,LA SANTE,Tableta,10,10,766.75,1.6174,0,https://www.locatel.com.ve/la_sante_amlodipina_tabletas_10mgx10/p,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/amlodipina-10mg-x10-tabletas-la-sante/,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.08070280626731297,1.0428842649065562,1.86
35,Ibuprofeno,Ibuprofeno 200 Mg La Santé Caja X 10 Tabletas,La Santé,Tableta,200,10,1065.0,2.2466,0,https://www.farmatodo.com.ve/producto/111967347-ibuprofeno-200mg-x10-tabletas-la-sante,2026-04-06,Colombia,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.35.071,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5290830905939815,0.6485252043006261,0.87
47,Metformina,Metformina 500 Mg Calox Caja X 14 Tabletas,Calox,Tableta,500,14,1990.0,4.1978,0,https://www.farmatodo.com.ve/producto/113272361-metformina-500mg-14-tabletas-calox,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.358,0,0,0,0,0,1,0,0,1,0,1,0,0,0.36421937740513943,1.284016081736873,2.69
8,Acido Valproico,Valproato De Sodio Lp 500mg 14tabletas Lattan Medic,Lattan Medic,Tableta,500,14,2845.0,6.0014,0,https://www.farmatodo.com.ve/producto/114684391-valproato-de-sodio-lp-500mg-14tabletas-lattan-medic,2026-04-06,India, INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.705,1,0,0,0,0,0,0,1,1,0,0,0,1,-0.022928991631351536,1.9690391206893312,6.93
113,Nitrofurantoina,MAXIFUR FORTE 100MG X 30 CAPSULAS,TIARES,Cápsula,100,30,4972.57,10.4893,1,https://www.locatel.com.ve/maxifur_forte_100mg_x_30_capsulas/p,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/116294531-maxifur-50mg-30capsulas-nitrofurantoina-tiares,0,1,0,0,0,0,0,0,0,1,0,0,1,0.23158525309102496,2.2098309143724455,7.65
92,Fluconazol,FLUCON 200 MG X4 CAPSULAS,ROWE,Cápsula,200,4,2500.0,5.2736,1,https://www.locatel.com.ve/flucon_200_mg_x4_capsulas/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.41.686,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.10076154666834647,1.9371118992242766,6.37
84,Atorvastatina,COFASA ATORVACOF 20 MG X14 TABLETAS RECUBIERTAS,COFASA,Tableta,20,14,1785.27,3.7659,1,https://www.locatel.com.ve/cofasa_atorvacof_tabletas_recubiertas_20mg_x14/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.39.468,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.0918801468675452,1.653366543368453,4.58
162,Losartan Potasico,LOSARTAN POTA TAB REC 50MG X30 CLX,CALOX,Tableta,50,30,583.09,1.23,0,https://www.farmaciasaas.com/calox-losartan-pota-tab-rec-50mg-x30-clx-99640/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.34.265,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.7117449969403092,1.5137465824123366,3.36
166,Metformina,METFORMINA TAB 850MG X14 CLX,CALOX,Tableta,850,14,1910.46,4.03,0,https://www.farmaciasaas.com/calox-metformina-tab-850mg-x14-clx-22083/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.32.508,0,0,0,0,0,1,0,0,0,0,1,0,0,0.22469067900297746,1.3907293051086704,3.17
90,Cetirizina,LA SANTE CETIRIZINA 10 MG X10 TABLETAS,LA SANTE,Tableta,10,10,805.66,1.6995,0,https://www.locatel.com.ve/la_sante_cetirizina_10_mg_x10_tabletas/p,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/cetirizina-10mg-x10-tabletas-la-santelinea-alergo-respiratoria/,0,0,0,0,1,0,0,0,0,1,1,0,0,0.13900400051745387,0.8540625701587508,1.29
9,Amlodipina,//Amlodipina 5 Mg Lodipin Megalabs Caja X 10 Comprimidos,Megalabs,Tableta,5,10,1440.0,3.0376,1,https://www.farmatodo.com.ve/producto/112123380-lodipin-5mg-10-comp-amlodipina-klinos,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.42.089,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.16140935935594558,1.557059815399861,4.11
14,Amoxicilina,Amoxicilina 500 Mg Amoxival Valmor Caja X 12 Cápsulas,Valmor,Cápsula,500,12,2855.0,6.0224,1,https://www.farmatodo.com.ve/producto/111012721-amoxicilina-amoxival-500-mg-x-12-capsulas-valmor,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.21.824,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.2333513768970923,2.182456416848925,8.0
60,Omeprazol,Omeprazol 20 Mg Genven Caja X 8 Cápsulas,Genven,Cápsula,20,8,920.0,1.9407,0,https://www.farmatodo.com.ve/producto/111090852-omeprazol-20mg--8-capsulas,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111090852-omeprazol-20mg--8-capsulas,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.06545304022733833,1.144100688475851,2.19
156,Ibuprofeno,IBUPROFENO TAB REC 400MG X10 ALESS,ALESS,Tableta,400,10,772.72,1.63,0,https://www.farmaciasaas.com/aless-ibuprofeno-tab-rec-400mg-x10-aless-27482/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.563,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25747965710516296,0.7095041890845102,1.01
134,Amlodipina,AMLODIPINA TAB 5MG X10 CLX,CALOX,Tableta,5,10,725.31,1.53,0,https://www.farmaciasaas.com/calox-amlodipina-tab-5mg-x10-clx-9204/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.28.705,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.11314048754753026,1.0413597902869591,1.86
18,Atorvastatina,Atorvastatina 40 Mg Atovarol Vivax Caja X 30 Cápsulas,Vivax,Cápsula,40,30,7155.0,15.093,1,https://www.farmatodo.com.ve/producto/111405907-atorvastatina-atovarol-40-mg-x-30-capsulas,2026-04-06,Venezuela,Farmatodo,https://www.farmatodo.com.ve/producto/111405907-atorvastatina-atovarol-40-mg-x-30-capsulas,0,0,0,0,0,1,0,0,1,0,1,0,0,0.7519867365503137,2.026397658286044,6.78
73,Acido Valproico,DIALPRON 500 MG X30 TABLETAS RECUBIERTAS,DISTRILAB,Tableta,500,30,13167.16,27.7753,1,https://www.locatel.com.ve/dialpron_500_mg_x30_tabletas_recubiertas/p,2026-04-06,Venezuela,Distrilab,https://distrilabve.com/produc/dialpron/,0,0,0,0,0,0,0,1,0,1,1,0,0,0.24437761662611646,3.1151397636442506,24.65
159,Loratadina,LORATADINA TAB 10MG X10 ALESS,ALESS,Tableta,10,10,511.98,1.08,0,https://www.farmaciasaas.com/aless-loratadina-tab-10mg-x10-aless-27625/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.440,0,0,0,0,1,0,0,0,0,0,0,0,1,0.14177272495729054,0.5905951687559361,0.75
137,Amoxicilina,AMOXICILINA CAP 500MG X 10 DISTR,CR DISTRILAB,Cápsula,500,10,1194.63,2.52,0,https://www.farmaciasaas.com/distrilab-amoxicilina-cap-500mg-x-10-distr-30058/p,2026-04-06,China,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.44.443,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.09896134866830275,1.3574223382783084,2.7
167,Metformina,METFORMINA CLORH COM 500MG X 60 AZEVEDOS,Doropharma,Tableta,500,60,2526.74,5.33,0,https://www.farmaciasaas.com/doropharma-metformina-clorh-com-500mg-x-60-azevedos-29787/p,2026-04-06,Portugal,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.38.534,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.49364884284349664,2.3389490789995815,8.41
168,Metronidazol,METRONIDAZOL TAB 500MG X10 ALESS,ALESS,Tableta,500,10,564.13,1.19,0,https://www.farmaciasaas.com/aless-metronidazol-tab-500mg-x10-aless-21407/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.42.530,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.573520794449899,1.3574223382783084,2.7
64,Sertralina,Sertralina 50 Mg Tralix Pharmetique Labs Caja X 30 Tabletas,Pharmetique Labs,Tableta,50,30,6420.0,13.5426,1,https://www.farmatodo.com.ve/producto/115569555-tralix-50mg-30tabletas,2026-04-06,Colombia,Farmatodo,https://www.farmatodo.com.ve/producto/115569555-tralix-50mg-30tabletas,0,0,1,0,0,0,0,0,1,0,0,0,1,0.21838645215363695,2.4586958210222685,10.51
55,Nitrofurantoina,Nitrofurantoina 50 Mg Dac X 30 Tabletas,Medicamentos Dac 55,Tableta,50,30,200.0,0.4219,0,https://www.farmatodo.com.ve/producto/115674646-nitrofurantoina-50-mg-dac-x-30-tabletas,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/115674646-nitrofurantoina-50-mg-dac-x-30-tabletas,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.3268921376433809,1.6788861430635726,3.75
110,Metronidazol,METROVAX  500 MG X15 CAPSULAS,VIVAX,Cápsula,500,15,5004.78,10.5573,1,https://www.locatel.com.ve/metrovax_caps_500mgx15/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.27.205,0,1,0,0,0,0,0,0,0,1,1,0,0,0.19606087701879238,2.251256394931276,8.56
51,Metronidazol,Metronidazol 500mg Remeny Caja X 10 Tabletas,Remeny,Tableta,500,10,1360.0,2.8688,0,https://www.farmatodo.com.ve/producto/111970855-metronidazol-500mg-10tabletas-remeny,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.315,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.004477956839971986,1.3574223382783084,2.7
180,Sertralina,SERTRALINA TAB 50MG X14 CR CCM,CR CCM,Tableta,50,14,867.53,1.83,0,https://www.farmaciasaas.com/ccm-sertralina-tab-50mg-x14-cr-ccm-22393/p,2026-04-06,México,Farmatodo,https://www.farmatodo.com.ve/producto/112042424-olanzapina-10mg-14tabletas-psicofarma,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5357858678150171,1.5760625794701635,3.64
59,Omeprazol,Omeprazol 20 Mg Omefar Quim-far Caja X 14 Cápsulas,Quim-Far,Cápsula,20,14,690.0,1.4555,1,https://www.farmatodo.com.ve/producto/115374483-omefar-20mg-14capsulas,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/115374483-omefar-20mg-14capsulas,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.635602861853477,1.5339332683506393,3.95
49,Metronidazol,Metronidazol 500mg Metrovax Caja X 15 Cápsulas,Vivax,Cápsula,500,15,5445.0,11.4859,1,https://www.farmatodo.com.ve/producto/111007754-metronidazol-metrovax-500-mg-x-15-capsulas,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.27.205,0,1,0,0,0,0,0,0,1,0,1,0,0,0.27334361270615837,2.251256394931276,8.56
89,Cetirizina,DOLLDER TALERC COMPRIMIDOS 10MG X 10,DOLLDER,Tableta,10,10,1197.06,2.5251,1,https://www.locatel.com.ve/dollder_talerc_comprimidos_10mg_x_10/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.32.057,0,0,0,0,1,0,0,0,0,1,1,0,0,-0.10985379061548084,1.3697625952716526,3.1
22,Atorvastatina,Atorvastatina 40 Mg Dac Caja X 30 Tabletas,Medicamentos Dac 55,Tableta,40,30,2765.0,5.8326,0,https://www.farmatodo.com.ve/producto/113685499-atorvastatina-dac-40mg-x30-tabletas,2026-04-06,India,Farmatodo,https://www.farmatodo.com.ve/producto/113685499-atorvastatina-dac-40mg-x30-tabletas,0,0,0,0,0,1,0,0,1,0,0,0,1,0.6744750428738653,1.2472302317703277,2.33
58,Omeprazol,Omeprazol 20mg Omeflux Aless Pharmaceuticals Caja X 10 Cápsulas,Deutsche Labs,Cápsula,20,10,690.0,1.4555,1,https://www.farmatodo.com.ve/producto/113642405-omeprazol-omeflux-20mg-10-capsulas-aless-pharmaceuticals,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.42.357,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.5438695577436761,1.4421999642408383,3.57
177,Omeprazol,OMEPRAZOL CAP 20MG X7 L.O,OFTALMI,Cápsula,20,7,1720.84,3.63,0,https://www.farmaciasaas.com/farmacia-saas-omeprazol-cap-20mg-x7-lo-9745/p,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.452,1,0,0,0,0,0,1,0,0,0,1,0,0,0.4113895056497421,1.1211673624484007,2.13
132,Amlodipina,AMLODIPINA TAB 5MG X10 PHARME,MMF,Tableta,5,10,530.95,1.12,0,https://www.farmaciasaas.com/farmacia-saas-amlodipina-tab-5mg-x10-pharme-2417/p,2026-04-06,Venezuela,Pharmetique,https://www.pharmetiquelabs.com.ve/producto/amlodipina-10mg-x10-tabletas-la-sante/,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.28994370160303795,1.0413597902869591,1.86
38,Loratadina,Loratadina 10 Mg Calox Caja X 10 Tabletas,Calox,Tableta,10,10,890.0,1.8774,0,https://www.farmatodo.com.ve/producto/111006736-loratadina-calox-10-mg-x-10-tabletas,2026-04-06,Venezuela,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.39.110,0,0,0,0,1,0,0,0,1,0,1,0,0,0.20282453846204485,0.8540625701587508,1.29
160,Loratadina,LORATADINA TAB 10MG X10 FMED,FARMAMED,Tableta,10,10,611.54,1.29,0,https://www.farmaciasaas.com/farmamed-loratadina-tab-10mg-x10-fmed-53300/p,2026-04-06,India,GS1,https://www.gs1.org/services/verified-by-gs1/results?gtin=8906082150676,1,0,0,0,1,0,0,0,0,0,0,0,1,0.23795664881021217,0.5905951687559361,0.75
173,Nitrofurantoina,NITROFURANTOINA TAB 100MG X10 CLEO,ANGELUS HEALTH,Tableta,100,10,1019.23,2.15,0,https://www.farmaciasaas.com/angelus-nitrofurantoina-tab-100mg-x10-cleo-25663/p,2026-04-06,India,INHRR,https://inhrr.gob.ve/sismed/productos-farma/E.F.G.43.051,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.08806191587299828,1.23546436871054,2.21
